"No.","Time","Source","Destination","Protocol","Length","Info"
"269","30.999550","192.168.43.159","192.168.43.165","TCP","66","56914  >  5001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"275","32.014331","192.168.43.159","192.168.43.165","TCP","66","[TCP Retransmission] 56914  >  5001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"295","34.025738","192.168.43.159","192.168.43.165","TCP","66","[TCP Retransmission] 56914  >  5001 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"298","34.087261","192.168.43.165","192.168.43.159","TCP","66","5001  >  56914 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"299","34.087384","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"300","34.088026","192.168.43.159","192.168.43.165","TCP","80","56914  >  5001 [PSH, ACK] Seq=1 Ack=1 Win=131328 Len=26"
"301","34.132270","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=1 Ack=27 Win=65536 Len=0"
"303","34.180890","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=1 Ack=27 Win=65536 Len=1460"
"304","34.180890","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=1461 Ack=27 Win=65536 Len=1460"
"305","34.180890","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=2921 Ack=27 Win=65536 Len=187"
"306","34.181051","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=27 Ack=3108 Win=131328 Len=0"
"308","34.196623","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=27 Ack=3108 Win=131328 Len=1460"
"309","34.243090","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=3108 Ack=1487 Win=65536 Len=0"
"310","34.243160","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=1487 Ack=3108 Win=131328 Len=1460"
"311","34.243160","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=2947 Ack=3108 Win=131328 Len=189"
"312","34.265458","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=3108 Ack=3136 Win=65536 Len=0"
"313","34.266582","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=3108 Ack=3136 Win=65536 Len=1460"
"314","34.267358","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=4568 Ack=3136 Win=65536 Len=1460"
"315","34.267358","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=6028 Ack=3136 Win=65536 Len=187"
"316","34.267468","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=3136 Ack=6215 Win=131328 Len=0"
"317","34.269849","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=3136 Ack=6215 Win=131328 Len=1460"
"318","34.269849","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=4596 Ack=6215 Win=131328 Len=1460"
"319","34.269849","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=6056 Ack=6215 Win=131328 Len=189"
"320","34.273015","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=6215 Ack=6245 Win=65536 Len=0"
"321","34.285280","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=6215 Ack=6245 Win=65536 Len=1460"
"322","34.285700","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=7675 Ack=6245 Win=65536 Len=1460"
"323","34.285700","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=9135 Ack=6245 Win=65536 Len=187"
"324","34.285839","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=6245 Ack=9322 Win=131328 Len=0"
"325","34.288316","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=6245 Ack=9322 Win=131328 Len=1460"
"326","34.288316","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=7705 Ack=9322 Win=131328 Len=1460"
"327","34.288316","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=9165 Ack=9322 Win=131328 Len=189"
"328","34.291116","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=9322 Ack=9354 Win=65536 Len=0"
"329","34.303484","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=9322 Ack=9354 Win=65536 Len=1460"
"330","34.303484","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=10782 Ack=9354 Win=65536 Len=1460"
"331","34.303484","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=12242 Ack=9354 Win=65536 Len=187"
"332","34.303616","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=9354 Ack=12429 Win=131328 Len=0"
"333","34.305993","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=9354 Ack=12429 Win=131328 Len=1460"
"334","34.305993","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=10814 Ack=12429 Win=131328 Len=1460"
"335","34.305993","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=12274 Ack=12429 Win=131328 Len=189"
"336","34.318545","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=12429 Ack=12463 Win=65536 Len=0"
"337","34.330300","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=12429 Ack=12463 Win=65536 Len=1460"
"338","34.330300","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=13889 Ack=12463 Win=65536 Len=1460"
"339","34.330300","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=15349 Ack=12463 Win=65536 Len=187"
"340","34.330446","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=12463 Ack=15536 Win=131328 Len=0"
"341","34.332841","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=12463 Ack=15536 Win=131328 Len=1460"
"342","34.332841","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=13923 Ack=15536 Win=131328 Len=1460"
"343","34.332841","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=15383 Ack=15536 Win=131328 Len=189"
"344","34.335758","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=15536 Ack=15572 Win=65536 Len=0"
"345","34.343855","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=15536 Ack=15572 Win=65536 Len=1460"
"346","34.343855","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=16996 Ack=15572 Win=65536 Len=1460"
"347","34.343855","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=18456 Ack=15572 Win=65536 Len=187"
"348","34.343983","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=15572 Ack=18643 Win=131328 Len=0"
"349","34.346467","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=15572 Ack=18643 Win=131328 Len=1460"
"350","34.346467","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=17032 Ack=18643 Win=131328 Len=1460"
"351","34.346467","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=18492 Ack=18643 Win=131328 Len=189"
"352","34.350445","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=18643 Ack=18681 Win=65536 Len=0"
"353","34.362979","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=18643 Ack=18681 Win=65536 Len=1460"
"354","34.363876","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=20103 Ack=18681 Win=65536 Len=1460"
"355","34.363876","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=21563 Ack=18681 Win=65536 Len=187"
"356","34.363971","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=18681 Ack=21750 Win=131328 Len=0"
"357","34.366440","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=18681 Ack=21750 Win=131328 Len=1460"
"358","34.366440","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=20141 Ack=21750 Win=131328 Len=1460"
"359","34.366440","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=21601 Ack=21750 Win=131328 Len=189"
"360","34.369223","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=21750 Ack=21790 Win=65536 Len=0"
"361","34.376437","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=21750 Ack=21790 Win=65536 Len=1460"
"362","34.377609","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=23210 Ack=21790 Win=65536 Len=1460"
"363","34.377609","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=24670 Ack=21790 Win=65536 Len=187"
"364","34.377727","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=21790 Ack=24857 Win=131328 Len=0"
"365","34.380831","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=21790 Ack=24857 Win=131328 Len=1460"
"366","34.380831","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=23250 Ack=24857 Win=131328 Len=1460"
"367","34.380831","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=24710 Ack=24857 Win=131328 Len=189"
"368","34.387100","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=24857 Ack=24899 Win=65536 Len=0"
"369","34.393835","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=24857 Ack=24899 Win=65536 Len=1460"
"370","34.394514","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=26317 Ack=24899 Win=65536 Len=1460"
"371","34.394514","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=27777 Ack=24899 Win=65536 Len=187"
"372","34.394613","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=24899 Ack=27964 Win=131328 Len=0"
"373","34.397183","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=24899 Ack=27964 Win=131328 Len=1460"
"374","34.397183","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=26359 Ack=27964 Win=131328 Len=1460"
"375","34.397183","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=27819 Ack=27964 Win=131328 Len=189"
"376","34.401630","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=27964 Ack=27819 Win=65536 Len=0"
"377","34.413045","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=27964 Ack=28008 Win=65280 Len=1460"
"378","34.413045","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=29424 Ack=28008 Win=65280 Len=1460"
"379","34.413045","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=30884 Ack=28008 Win=65280 Len=187"
"380","34.413179","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=28008 Ack=31071 Win=131328 Len=0"
"381","34.415677","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=28008 Ack=31071 Win=131328 Len=1460"
"382","34.415677","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=29468 Ack=31071 Win=131328 Len=1460"
"383","34.415677","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=30928 Ack=31071 Win=131328 Len=189"
"384","34.453017","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=31071 Ack=31117 Win=65536 Len=0"
"385","34.461219","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=31071 Ack=31117 Win=65536 Len=1460"
"386","34.461219","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=32531 Ack=31117 Win=65536 Len=1460"
"387","34.461219","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=33991 Ack=31117 Win=65536 Len=187"
"388","34.461316","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=31117 Ack=34178 Win=131328 Len=0"
"389","34.463738","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=31117 Ack=34178 Win=131328 Len=1460"
"390","34.463738","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=32577 Ack=34178 Win=131328 Len=1460"
"391","34.463738","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=34037 Ack=34178 Win=131328 Len=189"
"392","34.467011","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=34178 Ack=34226 Win=65536 Len=0"
"393","34.489394","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=34178 Ack=34226 Win=65536 Len=1460"
"394","34.489394","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=35638 Ack=34226 Win=65536 Len=1460"
"395","34.489394","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=37098 Ack=34226 Win=65536 Len=187"
"396","34.489492","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=34226 Ack=37285 Win=131328 Len=0"
"397","34.493487","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=34226 Ack=37285 Win=131328 Len=1460"
"398","34.493487","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=35686 Ack=37285 Win=131328 Len=1460"
"399","34.493487","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=37146 Ack=37285 Win=131328 Len=189"
"400","34.497425","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=37285 Ack=37335 Win=65536 Len=0"
"401","34.541653","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=37285 Ack=37335 Win=65536 Len=1460"
"402","34.541653","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=38745 Ack=37335 Win=65536 Len=1460"
"403","34.541653","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=40205 Ack=37335 Win=65536 Len=187"
"404","34.541844","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=37335 Ack=40392 Win=131328 Len=0"
"405","34.544472","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=37335 Ack=40392 Win=131328 Len=1460"
"406","34.544472","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=38795 Ack=40392 Win=131328 Len=1460"
"407","34.544472","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=40255 Ack=40392 Win=131328 Len=189"
"408","34.550512","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=40392 Ack=40444 Win=65536 Len=0"
"409","34.581463","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=40392 Ack=40444 Win=65536 Len=1460"
"410","34.581463","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=41852 Ack=40444 Win=65536 Len=1460"
"411","34.581463","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=43312 Ack=40444 Win=65536 Len=187"
"412","34.581561","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=40444 Ack=43499 Win=131328 Len=0"
"413","34.584039","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=40444 Ack=43499 Win=131328 Len=1460"
"414","34.584039","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=41904 Ack=43499 Win=131328 Len=1460"
"415","34.584039","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=43364 Ack=43499 Win=131328 Len=189"
"416","34.595111","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=43499 Ack=43553 Win=65536 Len=0"
"417","34.615711","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=43499 Ack=43553 Win=65536 Len=1460"
"418","34.615711","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=44959 Ack=43553 Win=65536 Len=1460"
"419","34.615711","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=46419 Ack=43553 Win=65536 Len=187"
"420","34.615832","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=43553 Ack=46606 Win=131328 Len=0"
"421","34.618299","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=43553 Ack=46606 Win=131328 Len=1460"
"422","34.618299","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=45013 Ack=46606 Win=131328 Len=1460"
"423","34.618299","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=46473 Ack=46606 Win=131328 Len=189"
"424","34.626784","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=46606 Ack=46662 Win=65536 Len=0"
"425","34.632815","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=46606 Ack=46662 Win=65536 Len=1460"
"426","34.632815","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=48066 Ack=46662 Win=65536 Len=1460"
"427","34.632815","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=49526 Ack=46662 Win=65536 Len=187"
"428","34.632942","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=46662 Ack=49713 Win=131328 Len=0"
"429","34.635383","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=46662 Ack=49713 Win=131328 Len=1460"
"430","34.635383","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=48122 Ack=49713 Win=131328 Len=1460"
"431","34.635383","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=49582 Ack=49713 Win=131328 Len=189"
"432","34.643341","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=49713 Ack=49771 Win=65536 Len=0"
"433","34.653666","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=49713 Ack=49771 Win=65536 Len=1460"
"434","34.653666","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=51173 Ack=49771 Win=65536 Len=1460"
"435","34.653666","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=52633 Ack=49771 Win=65536 Len=187"
"436","34.653814","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=49771 Ack=52820 Win=131328 Len=0"
"437","34.656447","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=49771 Ack=52820 Win=131328 Len=1460"
"438","34.656447","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=51231 Ack=52820 Win=131328 Len=1460"
"439","34.656447","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=52691 Ack=52820 Win=131328 Len=189"
"440","34.663182","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=52820 Ack=52691 Win=65536 Len=0"
"441","34.675883","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=52820 Ack=52880 Win=65280 Len=1460"
"442","34.675883","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=54280 Ack=52880 Win=65280 Len=1460"
"443","34.675883","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=55740 Ack=52880 Win=65280 Len=187"
"444","34.676252","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=52880 Ack=55927 Win=131328 Len=0"
"445","34.678840","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=52880 Ack=55927 Win=131328 Len=1460"
"446","34.678840","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=54340 Ack=55927 Win=131328 Len=1460"
"447","34.678840","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=55800 Ack=55927 Win=131328 Len=189"
"448","34.683524","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=55927 Ack=55989 Win=65536 Len=0"
"449","34.687114","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=55927 Ack=55989 Win=65536 Len=1460"
"450","34.688666","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=57387 Ack=55989 Win=65536 Len=1460"
"451","34.688666","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=58847 Ack=55989 Win=65536 Len=187"
"452","34.688755","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=55989 Ack=59034 Win=131328 Len=0"
"453","34.691805","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=55989 Ack=59034 Win=131328 Len=1460"
"454","34.691805","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=57449 Ack=59034 Win=131328 Len=1460"
"455","34.691805","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=58909 Ack=59034 Win=131328 Len=189"
"456","34.697105","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=59034 Ack=59098 Win=65536 Len=0"
"457","34.711855","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=59034 Ack=59098 Win=65536 Len=1460"
"458","34.711855","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=60494 Ack=59098 Win=65536 Len=1460"
"459","34.711855","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=61954 Ack=59098 Win=65536 Len=187"
"460","34.711953","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=59098 Ack=62141 Win=131328 Len=0"
"461","34.714532","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=59098 Ack=62141 Win=131328 Len=1460"
"462","34.714532","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=60558 Ack=62141 Win=131328 Len=1460"
"463","34.714532","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=62018 Ack=62141 Win=131328 Len=189"
"464","34.720188","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=62141 Ack=62207 Win=65536 Len=0"
"465","34.728024","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=62141 Ack=62207 Win=65536 Len=1460"
"466","34.728024","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=63601 Ack=62207 Win=65536 Len=1460"
"467","34.728024","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=65061 Ack=62207 Win=65536 Len=187"
"468","34.728121","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=62207 Ack=65248 Win=131328 Len=0"
"469","34.730676","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=62207 Ack=65248 Win=131328 Len=1460"
"470","34.730676","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=63667 Ack=65248 Win=131328 Len=1460"
"471","34.730676","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=65127 Ack=65248 Win=131328 Len=189"
"472","34.738323","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=65248 Ack=65127 Win=65536 Len=0"
"473","34.743956","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=65248 Ack=65316 Win=65280 Len=1460"
"474","34.743956","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=66708 Ack=65316 Win=65280 Len=1460"
"475","34.743956","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=68168 Ack=65316 Win=65280 Len=187"
"476","34.744055","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=65316 Ack=68355 Win=131328 Len=0"
"477","34.746615","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=65316 Ack=68355 Win=131328 Len=1460"
"478","34.746615","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=66776 Ack=68355 Win=131328 Len=1460"
"479","34.746615","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=68236 Ack=68355 Win=131328 Len=189"
"480","34.750183","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=68355 Ack=68425 Win=65536 Len=0"
"481","34.797528","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=68355 Ack=68425 Win=65536 Len=1460"
"482","34.797528","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=69815 Ack=68425 Win=65536 Len=1460"
"483","34.797528","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=71275 Ack=68425 Win=65536 Len=187"
"484","34.797683","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=68425 Ack=71462 Win=131328 Len=0"
"485","34.800456","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=68425 Ack=71462 Win=131328 Len=1460"
"486","34.800456","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=69885 Ack=71462 Win=131328 Len=1460"
"487","34.800456","192.168.43.159","192.168.43.165","TCP","243","56914  >  5001 [PSH, ACK] Seq=71345 Ack=71462 Win=131328 Len=189"
"488","34.803132","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=71462 Ack=71534 Win=65536 Len=0"
"489","34.815899","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=71462 Ack=71534 Win=65536 Len=1460"
"490","34.816347","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=72922 Ack=71534 Win=65536 Len=1460"
"491","34.816347","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=74382 Ack=71534 Win=65536 Len=187"
