"No.","Time","Source","Destination","Protocol","Length","Info"
"492","34.816420","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=71534 Ack=74569 Win=131328 Len=0"
"493","34.818850","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=71534 Ack=74569 Win=131328 Len=1460"
"494","34.818850","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=72994 Ack=74569 Win=131328 Len=1460"
"495","34.818850","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=74454 Ack=74569 Win=131328 Len=195"
"496","34.822884","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=74569 Ack=74649 Win=65536 Len=0"
"497","34.841348","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=74569 Ack=74649 Win=65536 Len=1460"
"498","34.841850","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=76029 Ack=74649 Win=65536 Len=1460"
"499","34.841850","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=77489 Ack=74649 Win=65536 Len=187"
"500","34.841902","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=74649 Ack=77676 Win=131328 Len=0"
"501","34.845054","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=74649 Ack=77676 Win=131328 Len=1460"
"502","34.845054","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=76109 Ack=77676 Win=131328 Len=1460"
"503","34.845054","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=77569 Ack=77676 Win=131328 Len=195"
"504","34.847805","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=77676 Ack=77764 Win=65536 Len=0"
"505","34.857790","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=77676 Ack=77764 Win=65536 Len=1460"
"506","34.858131","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=79136 Ack=77764 Win=65536 Len=1460"
"507","34.858131","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=80596 Ack=77764 Win=65536 Len=187"
"508","34.858216","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=77764 Ack=80783 Win=131328 Len=0"
"509","34.860642","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=77764 Ack=80783 Win=131328 Len=1460"
"510","34.860642","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=79224 Ack=80783 Win=131328 Len=1460"
"511","34.860642","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=80684 Ack=80783 Win=131328 Len=195"
"512","34.863628","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=80783 Ack=80879 Win=65536 Len=0"
"513","34.875690","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=80783 Ack=80879 Win=65536 Len=1460"
"514","34.876042","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=82243 Ack=80879 Win=65536 Len=1460"
"515","34.876042","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=83703 Ack=80879 Win=65536 Len=187"
"516","34.876155","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=80879 Ack=83890 Win=131328 Len=0"
"517","34.879027","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=80879 Ack=83890 Win=131328 Len=1460"
"518","34.879027","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=82339 Ack=83890 Win=131328 Len=1460"
"519","34.879027","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=83799 Ack=83890 Win=131328 Len=195"
"520","34.883306","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=83890 Ack=83994 Win=65536 Len=0"
"521","34.899227","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=83890 Ack=83994 Win=65536 Len=1460"
"522","34.899227","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=85350 Ack=83994 Win=65536 Len=1460"
"523","34.899227","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=86810 Ack=83994 Win=65536 Len=187"
"524","34.899348","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=83994 Ack=86997 Win=131328 Len=0"
"525","34.901897","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=83994 Ack=86997 Win=131328 Len=1460"
"526","34.901897","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=85454 Ack=86997 Win=131328 Len=1460"
"527","34.901897","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=86914 Ack=86997 Win=131328 Len=195"
"528","34.904944","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=86997 Ack=87109 Win=65536 Len=0"
"529","34.916302","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=86997 Ack=87109 Win=65536 Len=1460"
"530","34.917324","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=88457 Ack=87109 Win=65536 Len=1460"
"531","34.917324","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=89917 Ack=87109 Win=65536 Len=187"
"533","34.917440","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=87109 Ack=90104 Win=131328 Len=0"
"534","34.919847","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=87109 Ack=90104 Win=131328 Len=1460"
"535","34.919847","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=88569 Ack=90104 Win=131328 Len=1460"
"536","34.919847","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=90029 Ack=90104 Win=131328 Len=195"
"537","34.923556","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=90104 Ack=90224 Win=65536 Len=0"
"538","34.932395","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=90104 Ack=90224 Win=65536 Len=1460"
"539","34.932395","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=91564 Ack=90224 Win=65536 Len=1460"
"540","34.932395","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=93024 Ack=90224 Win=65536 Len=187"
"541","34.932496","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=90224 Ack=93211 Win=131328 Len=0"
"542","34.935314","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=90224 Ack=93211 Win=131328 Len=1460"
"543","34.935314","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=91684 Ack=93211 Win=131328 Len=1460"
"544","34.935314","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=93144 Ack=93211 Win=131328 Len=195"
"545","34.939172","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=93211 Ack=93339 Win=65536 Len=0"
"546","34.949346","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=93211 Ack=93339 Win=65536 Len=1460"
"547","34.949346","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=94671 Ack=93339 Win=65536 Len=1460"
"548","34.949346","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=96131 Ack=93339 Win=65536 Len=187"
"549","34.949489","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=93339 Ack=96318 Win=131328 Len=0"
"550","34.951937","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=93339 Ack=96318 Win=131328 Len=1460"
"551","34.951937","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=94799 Ack=96318 Win=131328 Len=1460"
"552","34.951937","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=96259 Ack=96318 Win=131328 Len=195"
"553","34.955113","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=96318 Ack=96259 Win=65536 Len=0"
"554","34.965734","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=96318 Ack=96454 Win=65280 Len=1460"
"555","34.965915","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=97778 Ack=96454 Win=65280 Len=1460"
"556","34.965915","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=99238 Ack=96454 Win=65280 Len=187"
"558","34.966014","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=96454 Ack=99425 Win=131328 Len=0"
"559","34.968401","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=96454 Ack=99425 Win=131328 Len=1460"
"560","34.968401","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=97914 Ack=99425 Win=131328 Len=1460"
"561","34.968401","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=99374 Ack=99425 Win=131328 Len=195"
"562","34.977725","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=99425 Ack=99374 Win=65536 Len=0"
"563","34.985311","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=99425 Ack=99569 Win=65280 Len=1460"
"564","34.986037","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=100885 Ack=99569 Win=65280 Len=1460"
"565","34.986037","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=102345 Ack=99569 Win=65280 Len=187"
"566","34.986149","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=99569 Ack=102532 Win=131328 Len=0"
"567","34.988867","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=99569 Ack=102532 Win=131328 Len=1460"
"568","34.988867","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=101029 Ack=102532 Win=131328 Len=1460"
"569","34.988867","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=102489 Ack=102532 Win=131328 Len=195"
"570","34.992809","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=102532 Ack=102684 Win=65536 Len=0"
"571","35.002927","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=102532 Ack=102684 Win=65536 Len=1460"
"572","35.003411","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=103992 Ack=102684 Win=65536 Len=1460"
"573","35.003411","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=105452 Ack=102684 Win=65536 Len=187"
"574","35.003498","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=102684 Ack=105639 Win=131328 Len=0"
"575","35.005940","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=102684 Ack=105639 Win=131328 Len=1460"
"576","35.005940","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=104144 Ack=105639 Win=131328 Len=1460"
"577","35.005940","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=105604 Ack=105639 Win=131328 Len=195"
"578","35.008475","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=105639 Ack=105799 Win=65536 Len=0"
"579","35.017740","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=105639 Ack=105799 Win=65536 Len=1460"
"580","35.018031","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=107099 Ack=105799 Win=65536 Len=1460"
"581","35.018031","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=108559 Ack=105799 Win=65536 Len=187"
"582","35.018117","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=105799 Ack=108746 Win=131328 Len=0"
"583","35.020536","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=105799 Ack=108746 Win=131328 Len=1460"
"584","35.020536","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=107259 Ack=108746 Win=131328 Len=1460"
"585","35.020536","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=108719 Ack=108746 Win=131328 Len=195"
"586","35.023371","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=108746 Ack=108719 Win=65536 Len=0"
"587","35.027791","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=108746 Ack=108914 Win=65280 Len=1460"
"588","35.028850","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=110206 Ack=108914 Win=65280 Len=1460"
"589","35.028850","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=111666 Ack=108914 Win=65280 Len=187"
"590","35.028928","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=108914 Ack=111853 Win=131328 Len=0"
"591","35.031235","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=108914 Ack=111853 Win=131328 Len=1460"
"592","35.031235","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=110374 Ack=111853 Win=131328 Len=1460"
"593","35.031235","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=111834 Ack=111853 Win=131328 Len=195"
"594","35.033986","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=111853 Ack=112029 Win=65536 Len=0"
"595","35.037193","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=111853 Ack=112029 Win=65536 Len=1460"
"596","35.037593","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=113313 Ack=112029 Win=65536 Len=1460"
"597","35.037593","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=114773 Ack=112029 Win=65536 Len=187"
"598","35.037657","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=112029 Ack=114960 Win=131328 Len=0"
"599","35.041320","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=112029 Ack=114960 Win=131328 Len=1460"
"600","35.041320","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=113489 Ack=114960 Win=131328 Len=1460"
"601","35.041320","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=114949 Ack=114960 Win=131328 Len=195"
"602","35.046433","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=114960 Ack=115144 Win=65536 Len=0"
"603","35.062423","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=114960 Ack=115144 Win=65536 Len=1460"
"604","35.063193","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=116420 Ack=115144 Win=65536 Len=1460"
"605","35.063193","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=117880 Ack=115144 Win=65536 Len=187"
"606","35.063344","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=115144 Ack=118067 Win=131328 Len=0"
"607","35.065651","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=115144 Ack=118067 Win=131328 Len=1460"
"608","35.065651","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=116604 Ack=118067 Win=131328 Len=1460"
"609","35.065651","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=118064 Ack=118067 Win=131328 Len=195"
"610","35.068527","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=118067 Ack=118064 Win=65536 Len=0"
"611","35.087006","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=118067 Ack=118259 Win=65280 Len=1460"
"612","35.087006","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=119527 Ack=118259 Win=65280 Len=1460"
"613","35.087006","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=120987 Ack=118259 Win=65280 Len=187"
"614","35.087107","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=118259 Ack=121174 Win=131328 Len=0"
"616","35.089467","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=118259 Ack=121174 Win=131328 Len=1460"
"617","35.089467","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=119719 Ack=121174 Win=131328 Len=1460"
"618","35.089467","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=121179 Ack=121174 Win=131328 Len=195"
"622","35.092375","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=121174 Ack=121374 Win=65536 Len=0"
"623","35.110047","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=121174 Ack=121374 Win=65536 Len=1460"
"624","35.110292","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=122634 Ack=121374 Win=65536 Len=1460"
"625","35.110292","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=124094 Ack=121374 Win=65536 Len=187"
"626","35.110347","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=121374 Ack=124281 Win=131328 Len=0"
"627","35.112702","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=121374 Ack=124281 Win=131328 Len=1460"
"628","35.112702","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=122834 Ack=124281 Win=131328 Len=1460"
"629","35.112702","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=124294 Ack=124281 Win=131328 Len=195"
"630","35.115742","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=124281 Ack=124489 Win=65536 Len=0"
"635","35.137616","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=124281 Ack=124489 Win=65536 Len=1460"
"636","35.137616","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=125741 Ack=124489 Win=65536 Len=1460"
"637","35.137616","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=127201 Ack=124489 Win=65536 Len=187"
"638","35.137707","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=124489 Ack=127388 Win=131328 Len=0"
"639","35.140237","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=124489 Ack=127388 Win=131328 Len=1460"
"640","35.140237","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=125949 Ack=127388 Win=131328 Len=1460"
"641","35.140237","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=127409 Ack=127388 Win=131328 Len=195"
"642","35.143238","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=127388 Ack=127604 Win=65536 Len=0"
"644","35.162503","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=127388 Ack=127604 Win=65536 Len=1460"
"645","35.162503","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=128848 Ack=127604 Win=65536 Len=1460"
"646","35.162503","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=130308 Ack=127604 Win=65536 Len=187"
"647","35.162634","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=127604 Ack=130495 Win=131328 Len=0"
"648","35.165139","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=127604 Ack=130495 Win=131328 Len=1460"
"649","35.165139","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=129064 Ack=130495 Win=131328 Len=1460"
"650","35.165139","192.168.43.159","192.168.43.165","TCP","249","56914  >  5001 [PSH, ACK] Seq=130524 Ack=130495 Win=131328 Len=195"
"651","35.168231","192.168.43.165","192.168.43.159","TCP","54","5001  >  56914 [ACK] Seq=130495 Ack=130524 Win=65536 Len=0"
"653","35.184626","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=130495 Ack=130719 Win=65280 Len=1460"
"654","35.184626","192.168.43.165","192.168.43.159","TCP","1514","5001  >  56914 [ACK] Seq=131955 Ack=130719 Win=65280 Len=1460"
"655","35.184718","192.168.43.159","192.168.43.165","TCP","54","56914  >  5001 [ACK] Seq=130719 Ack=133415 Win=131328 Len=0"
"656","35.184852","192.168.43.165","192.168.43.159","TCP","241","5001  >  56914 [PSH, ACK] Seq=133415 Ack=130719 Win=65280 Len=187"
"657","35.187349","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=130719 Ack=133602 Win=131072 Len=1460"
"658","35.187349","192.168.43.159","192.168.43.165","TCP","1514","56914  >  5001 [ACK] Seq=132179 Ack=133602 Win=131072 Len=1460"
